album_id,copyright
6IlqqqEqp1Qfd6187z3YVG,A 222 Records/Interscope Records Release; ℗ 2017 Interscope Records
733e1ZfktLSwj96X5rsMeE,© 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside the United States. A Warner Music Group Company
733e1ZfktLSwj96X5rsMeE,℗ 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside the United States. A Warner Music Group Company
3DiL3a7eQef1sDc8DMvj50,"© 2017 Def Jam Recordings, a division of UMG Recordings, Inc."
3DiL3a7eQef1sDc8DMvj50,"℗ 2017 Def Jam Recordings, a division of UMG Recordings, Inc."
1pstYUSjG1gM0k1Sn2KYrH,© 1996 Universal Music AB
1pstYUSjG1gM0k1Sn2KYrH,℗ 1996 Universal Music AB
2ODvWsOgouMbaA5xf0RkJe,"© 2016 The Weeknd XO, Inc., Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc."
2ODvWsOgouMbaA5xf0RkJe,"℗ 2016 The Weeknd XO, Inc., Manufactured and Marketed by Republic Records, a Division of UMG Recordings, Inc."
1ubczeMvCrPHbSEjgfu4a7,© 2018 ScumGang Records / TenThousand Projects
1ubczeMvCrPHbSEjgfu4a7,℗ 2018 ScumGang Records / TenThousand Projects
3jMnO9ehAlTTCxNeVMu1zY,"(P) 2017 STMPD RCRDS B.V. exclusively licensed to Epic Amsterdam, a division of Sony Music Entertainment Netherlands B.V."
4AsXQ17Arq1cUVoa9dKJ3F,© 2017 Warner Records Inc. for the U.S. and WEA International Inc. for the world outside the U.S. All Rights Reserved.
4AsXQ17Arq1cUVoa9dKJ3F,"℗ 2017 Warner Records Inc. Marketed by Warner Strategic Marketing, a Warner Music Group Company."
1HPUrRUr6dg34UHoqUQx6a,© 2011 Modular Recordings
1HPUrRUr6dg34UHoqUQx6a,℗ 2011 Modular Recordings
5Ao1r4qOUoRBUSPovTbKR9,© 2018 Universal Music GmbH
5Ao1r4qOUoRBUSPovTbKR9,"An Airforce1 Records Release; ℗ 2018 Triebel & Zuckowski GbR, under exclusive license to Universal Music GmbH"
1mnu4hYvdwQgZXcNvtJ3D3,(P) 1978 Sony Music Entertainment Inc.
57GMEh9tkmc1TGs4rcdVhN,© 2001 Geffen Records
57GMEh9tkmc1TGs4rcdVhN,℗ 2001 Geffen Records
5WZFtmADuJUZPtt0NER0Qi,© 2002 ABKCO Music & Records Inc.
5WZFtmADuJUZPtt0NER0Qi,℗ 2002 ABKCO Music & Records Inc.
6A1F3Fkq5dYeYYNkXflcTX,"(P) 2010 LaFace Records, a unit of Sony Music Entertainment"
6NrLpQCPYrNS3kVWxDgIlg,© 2003 Elektra Entertainment Group Inc. for the United States and WEA International Inc. for the world outside of the United States excluding Australia and New Zealand.
6NrLpQCPYrNS3kVWxDgIlg,℗ 2003 Elektra Entertainment Group Inc. for the United States and WEA International Inc. for the world outside of the United States excluding Australia and New Zealand.
2wRRkEL20LRmLg64NI2Ru2,"© 2017 UMG Recordings, Inc."
2wRRkEL20LRmLg64NI2Ru2,"UMLE/Republic/Island/Universal Music Latino; ℗ 2017 UMG Recordings, Inc."
4ePaYyKlg5pmQFkLu7TwV7,"© 2008 Concord Music Group, Inc."
4ePaYyKlg5pmQFkLu7TwV7,"℗ 2008 Concord Music Group, Inc."
6ooTaAyanCoC3TytYtJbi2,© 1990 A&M Records
6ooTaAyanCoC3TytYtJbi2,℗ 1990 A&M Records
3mumK2ar9b4JPhVOZR0V2p,© 2018 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
3mumK2ar9b4JPhVOZR0V2p,℗ 2018 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
1q7a5wZeti0neU2jDn8Dz3,"© 2018 Atlantic Records UK, a Warner Music Group Company"
1q7a5wZeti0neU2jDn8Dz3,"℗ 2018 Atlantic Records UK, a Warner Music Group company"
13topfW33NjnACjnRiZBX7,"(P) 2003 RCA/JIVE Label Group, a unit of Sony Music Entertainment"
2hDiTEsKePTnDcvKEuLizk,© 2001 Geffen Records Inc.
2hDiTEsKePTnDcvKEuLizk,℗ 2001 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
0v94MG5nbp4w6xdeFkfQrA,(P) 2017 Sony Music Entertainment US Latin LLC
0VaAFegRAAn4OCg7p4QjN5,"Tracks 5 & 6 (P) 2008, all other tracks (P) 2007 Simco Limited exclusively licensed to Sony Music Entertainment UK Limited"
3TraMumhPga1wOuyRDMrmi,"(P) 2016 Zoo Digital, a division of zooland Music GmbH under exclusive license to Sony Music Entertainment Germany GmbH"
5GlPAy2PRJW06GVFhKwGTl,© 2017 KIDinaKORNER/Interscope Records
5GlPAy2PRJW06GVFhKwGTl,℗ 2017 KIDinaKORNER/Interscope Records
7A4tJDb0hIngPQkiwsVhqp,(P) 1996 Sony Music Entertainment
5vfPzN4hQAajJEUrZHlJgx,"© 2015 Mercury Records, a Division of UMG Recordings, Inc."
5vfPzN4hQAajJEUrZHlJgx,"℗ 2015 Mercury Records, a Division of UMG Recordings, Inc."
7GGoJfKFOwDNuiLjjfzyCS,© 2018 OVO Sound/Warner Records Inc.
7GGoJfKFOwDNuiLjjfzyCS,℗ 2018 OVO Sound/Warner Records Inc.
2DL4AOHc4MKvCHbUr544aU,"© 2018 L'Agentur, under exclusive license to Universal Music GmbH"
2DL4AOHc4MKvCHbUr544aU,"A Virgin Records release; ℗ 2018 L'Agentur, under exclusive license to Universal Music GmbH"
4Wx07YW6hrwBSGOOPdDERt,© 2017 Virgin Records Ltd.
4Wx07YW6hrwBSGOOPdDERt,℗ 2017 Virgin Records Ltd.
56PJDByaunMWwCqs5rV3Nc,2014 Quality Control Music
56PJDByaunMWwCqs5rV3Nc,2014 Quality Control Music Under Exclusive License To 300 Entertainment
4ohPMPeZukCChC6xNJpeYx,(P) 2006 Zomba Recording LLC
2ixev48xYzspaWS6mxTPRU,© 2000 Universal Records Inc.
2ixev48xYzspaWS6mxTPRU,"℗ 2000 Universal Motown Records, a division of UMG Recordings, Inc."
2zJcrLrN7EAcDYXm4j99k1,© 1998 Polydor Ltd. (UK)
2zJcrLrN7EAcDYXm4j99k1,℗ 1998 Superstudio/Diesel Music AB
03ntx95u0wotf68NnE3aGw,© 2017 Capitol Records
03ntx95u0wotf68NnE3aGw,℗ 2017 Capitol Records
2OZbaW9tgO62ndm375lFZr,© 1995 Mercury Records Limited
2OZbaW9tgO62ndm375lFZr,℗ 1971 This Record Company Ltd.
1ZGxGu4fMROqmZsFSoepeE,© 2018 Young Money/Cash Money Records
1ZGxGu4fMROqmZsFSoepeE,℗ 2018 Young Money/Cash Money Records
6twKQ0EsUJHVlAr6XBylrj,"© 2015, 2016 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company."
6twKQ0EsUJHVlAr6XBylrj,"℗ 2015, 2016 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company."
1symszvJQdIoNR4QhUc6En,"© 2016 Hollywood Records, Inc."
1symszvJQdIoNR4QhUc6En,"℗ 2016 Hollywood Records, Inc."
57giaIaMyAVCS7jMIaoIgK,(P) 2017 Sony Music Entertainment US Latin LLC
1J6b7W1nSHH7BObK8zIoEY,"(P) 2017 Ultra Records, LLC"
6W6kkscDtohJAnJ9M8Nc5b,© 2017 Warner Records Inc.
6W6kkscDtohJAnJ9M8Nc5b,℗ 2017 Warner Records Inc.
372cMadhAGlNuDnc8TssqF,"© 2008 Concord Music Group, Inc."
372cMadhAGlNuDnc8TssqF,"℗ 2008 Concord Music Group, Inc."
5aCWSHFSObMcW1mXSF9Lv6,"© 2016 Electrola, a division of Universal Music GmbH"
5aCWSHFSObMcW1mXSF9Lv6,"℗ 2016 Triebel & Zuckowski GbR, under exclusive license to AIRFORCE1 RECORDS / UNIVERSAL MUSIC CENTRAL EUROPE - a division of Universal Music GmbH"
6LaLU27ZPXimJIbpbiOahr,"© 2017 Avicii Music AB, under exclusive license to Universal Music AB"
6LaLU27ZPXimJIbpbiOahr,"℗ 2017 Avicii Music AB, under exclusive license to Universal Music AB"
6y08a862sRi9ILcYGkLljn,"© 2012 Glassnote Records, under exclusive licence from MC DJ Recording, exclusively licensed to V2 Records International Ltd. T/A Cooperative Music"
6y08a862sRi9ILcYGkLljn,"℗ 2012 Glassnote Records, under exclusive licence from MC DJ Recording, exclusively licensed to V2 Records International Ltd. T/A Cooperative Music"
40u1c6In5mLdEekI728HyG,"© 2016 disco:wax, under exclusive license to Virgin Records, a division of Universal Music GmbH"
40u1c6In5mLdEekI728HyG,"℗ 2016 disco:wax, under exclusive license to Virgin Records, a division of Universal Music GmbH"
6PEYvIrLYHJ8BvpE5uUChz,"(P) de esta edicion 2015 Sony Music Entertainment España, S.L. bajo la licencia exclusiva de Mushroom Pillow Music"
089oyV5caclve3ap934iRw,© 2001 The Bicycle Music Company
089oyV5caclve3ap934iRw,℗ 2001 The Bicycle Music Company
6QHLhOasL7wk8EduGT7iD8,© 2008 Mascot Music Productions & Publishing BV
6QHLhOasL7wk8EduGT7iD8,℗ 2008 Mascot Music Productions & Publishing BV
0SjFStr64eylrHDmZHGiTI,© 2010 The All Blacks B.V.
0SjFStr64eylrHDmZHGiTI,℗ 2010 The All Blacks B.V.
5z090LQztiqh13wYspQvKQ,"(P) 2009 Experience Hendrix L.L.C., under exclusive license to Sony Music Entertainment"
1mESN9Zy0787YRMuLqOY4j,"© 2018 Aftermath Records/The Weeknd XO, Inc."
1mESN9Zy0787YRMuLqOY4j,"Top Dawg Ent./Aftermath/Interscope/The Weeknd XO/Republic Records; ℗ 2018 Aftermath Records/The Weeknd XO, Inc."
1cM3r0WQZWNkCpEbmFjLln,"2015 Philip Collins Ltd. under exclusive license to Rhino Entertainment Company, A Warner Music Group Company"
1cM3r0WQZWNkCpEbmFjLln,"2015 Philip Collins Ltd. under exclusive license to Rhino Entertainment Company, A Warner Music Group Company"
4Rvc82pV7HCKZyRHbLWCac,© 1995 Interscope Records
4Rvc82pV7HCKZyRHbLWCac,℗ 1995 Interscope Records
42wLKnuGyBLGWwH89lnimL,"(C) 2018 Flow La Movie, Inc."
42wLKnuGyBLGWwH89lnimL,"(P) 2018 Flow La Movie, Inc."
1RM6MGv6bcl6NrAG8PGoZk,(P) 2004 LaFace Records
7h5TGKgbBnZ1cChpmC9NSS,"© 2017 El Cartel Records, Exclusive License To UMLE"
7h5TGKgbBnZ1cChpmC9NSS,"℗ 2017 El Cartel Records, Exclusive License To UMLE"
78bpIziExqiI9qztvNFlQu,2013 Domino Recording Co Ltd
78bpIziExqiI9qztvNFlQu,2013 Domino Recording Co Ltd
4hlAdqONoJhkjf8u9XMjQr,(P) 2017 MER under exclusive license to Sony Music Entertainment Sweden AB
3hErePSImi79vYHrSmypGw,"© 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK, Interscope Records in the US and Universal Music Group for the rest of the world"
3hErePSImi79vYHrSmypGw,"℗ 2011 Universal-Island Records Limited under exclusive licence to Mercury Records Limited in the UK, Interscope Records in the US and Universal Music Group for the rest of the world"
5yCGZN5V9tcmmGrh0G9ThO,"© 2016 Big Machine Label Group, LLC"
5yCGZN5V9tcmmGrh0G9ThO,"℗ 2016 Big Machine Label Group, LLC"
78zct4Yn5hwMqrlh5uQedB,"2017 Atlantic Records UK, a Warner Music Group Company"
78zct4Yn5hwMqrlh5uQedB,"2017 Atlantic Records UK, a Warner Music Group Company"
5rtOJsiDDjA9V5306cyTRS,© 1997 Geffen Records
5rtOJsiDDjA9V5306cyTRS,℗ 1997 Geffen Records
7ihweYjA1ck66NTB4bujGl,© 1989 MCA Records Inc.
7ihweYjA1ck66NTB4bujGl,"℗ 1989 UMG Recordings, Inc."
4ijOf1R7zXc6sBQY8NgBEA,"© 2016 Abkco Music & Records, Inc."
4ijOf1R7zXc6sBQY8NgBEA,"℗ 2016 This compilation ABKCO Music & Records, Inc."
4RpgjxgSxcRwGNuWnImneN,© 2018 Paramount Pictures
4RpgjxgSxcRwGNuWnImneN,This Compilation ℗ 2018 Interscope Records
1jyWfFpqX77KFi32DtAIbT,"2016 Artist Partner Group, Inc. for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company."
1jyWfFpqX77KFi32DtAIbT,"2016 Artist Partner Group, Inc. for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company."
0qxadqjY5ZtZPw1kzjCUGp,© 2003 Flip/Interscope Records
0qxadqjY5ZtZPw1kzjCUGp,℗ 2003 Flip/Interscope Records
0EICi9JxWqN4cUUTAxyHdG,© 2015 Machete Music
0EICi9JxWqN4cUUTAxyHdG,℗ 2015 Machete Music
13C2pc5O7ofZKd4p2VYO3S,"© 2007 Universal Records, a Division of UMG Recordings, Inc."
13C2pc5O7ofZKd4p2VYO3S,"℗ 2007 Universal Records, a Division of UMG Recordings, Inc."
0ezkpFcE5jANBI2ZrmvhQY,© 2016 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States.
0ezkpFcE5jANBI2ZrmvhQY,℗ 2016 Atlantic Recoding Corporation for the United States and WEA International Inc. for the world outside of the United States.
7K6YvloaUMP4rnQQVzdBEo,© 2011 Queen Productions Ltd. under exclusive licence to Universal International Music BV
7K6YvloaUMP4rnQQVzdBEo,℗ 2011 Queen Productions Ltd. under exclusive licence to Universal International Music BV
661ouXU4o4oBewWvVzQN7H,"2018 Major Tom's / Asylum Records, a division of Warner Music UK Limited with the exception of tracks 3 and 13 (P) 2015, track 17 (P) 2016 and tracks 2, 5, 9 (P) 2017 Major Tom's / Asylum Records, a division of Warner Music UK Limited and track 7 (P) 2018 Joytime Collective under exclusive licence to Asylum Records, a division of Warner Music UK Limited"
661ouXU4o4oBewWvVzQN7H,"2018 Major Tom's / Asylum Records, a division of Warner Music UK Limited with the exception of tracks 3 and 13 (P) 2015, track 17 (P) 2016 and tracks 2, 5, 9 (P) 2017 Major Tom's / Asylum Records, a division of Warner Music UK Limited and track 7 (P) 2018 Joytime Collective under exclusive licence to Asylum Records, a division of Warner Music UK Limited"
33XEF2uGTwEZuVmwXiK9d2,"© 2005 Fearless Records, a division of Concord Music Group, Inc."
33XEF2uGTwEZuVmwXiK9d2,"℗ 2005 Fearless Records, a division of Concord Music Group, Inc."
1wpgafbHuQfSUmCWvahFlq,© 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
1wpgafbHuQfSUmCWvahFlq,℗ 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
5BJeN4SVEKe204y2SiszOe,(P) 2016 Disruptor Records/Columbia Records
12nlJpvrOd7tTOaCxB1UeR,"© 2017 UMG Recordings, Inc."
12nlJpvrOd7tTOaCxB1UeR,"Universal Music Latino; ℗ 2017 UMG Recordings, Inc."
3f6U9vS5x9EjSITxR9spuf,"(P) 2018 RCA Records, a division of Sony Music Entertainment"
6bm9EpUNvQ9xMglBJGRmgS,(P) 2017 Sony Music Entertainment US Latin LLC
7pkLXlFdpQDfmHujT2AbBK,© 2018 Friends Keep Secrets/Interscope Records
7pkLXlFdpQDfmHujT2AbBK,℗ 2018 Friends Keep Secrets/Interscope Records
1ATL5GLyefJaxhQzSPVrLX,© 2018 Young Money/Cash Money Records
1ATL5GLyefJaxhQzSPVrLX,℗ 2018 Young Money/Cash Money Records
2qmysBdftCYXRjYHTVK3qo,"(P) 2015, 2016 DCD2/Crush Music"
613u1KxcevDq5Kd8j0zD2U,"2017 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company"
613u1KxcevDq5Kd8j0zD2U,"2017 What A Music Ltd. under exclusive license to Parlophone/Warner Music France, under exclusive license to Atlantic Recording Corporation for the United States. All rights reserved."
6HvfeUSx0104G1OOwWO2Ty,"© 2016 Quality Control Music, Capitol Records and Motown Records"
6HvfeUSx0104G1OOwWO2Ty,"℗ 2016 Quality Control Music, Capitol Records and Motown Records"
5EBGCvO6upi3GNknMVe9x9,"© 2018 Getting Out Our Dreams II, LLC Distributed By Def Jam, A Division of UMG Recordings, Inc."
5EBGCvO6upi3GNknMVe9x9,"℗ 2018 Getting Out Our Dreams II, LLC Distributed By Def Jam, A Division of UMG Recordings, Inc."
46yAYzRhSMPA44m0MzSr6g,"(P) 2016 RECORDS, LLC"
16rXhq1Hnf0568QnzYpHn3,© 1996 Reprise Records
16rXhq1Hnf0568QnzYpHn3,℗ 1996 Reprise Records
3HCCUaRSjHSFOe4fqE0BiP,© 2008 Interscope Records
3HCCUaRSjHSFOe4fqE0BiP,℗ 2008 Interscope Geffen (A&M) Records A Division of UMG Recordings Inc.
6j62lF3YXsygj6xTjAyRG5,"(P) 2015 Columbia Records, a division of Sony Music Entertainment under exclusive license to Ultra Records, LLC"
2sPYPyDFwgi1jrRTGhoxq2,"(P) 2017 Kygo AS under exclusive license to Sony Music Entertainment International Ltd / Ultra Records, LLC"
7DNmxxEuJe19wNVrinaXx4,© 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
7DNmxxEuJe19wNVrinaXx4,℗ 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
0IVseR3zfrrInlKJQNh294,(P) 2001 Sony Music Entertainment Inc.
2VVvm4zJlUQm9XmBCvGN6z,© 2017 Tha Lights Global/Warner Records Inc.
2VVvm4zJlUQm9XmBCvGN6z,℗ 2017 Tha Lights Global/Warner Records Inc.
5EyHUMTzKoo7in8U4EfYjY,© 2017 Interscope Records
5EyHUMTzKoo7in8U4EfYjY,℗ 2017 Interscope Records
41GuZcammIkupMPKH2OJ6I,(P) 2018 Epic Records/Sony. With Cactus Jack and Grand Hustle.
4litONvbXev7z8LUcmdfUz,"2017 300 Entertainment under exclusive license to Parlophone Records Limited, a Warner Music Group Company"
4litONvbXev7z8LUcmdfUz,"2017 300 Entertainment under exclusive license to Parlophone Records Limited, a Warner Music Group Company"
4ZqTPNXU0MBXs2iCcwjOPe,© 2008 Geffen Records
4ZqTPNXU0MBXs2iCcwjOPe,℗ 2008 Geffen Records
3tD94EmwfRLAX1SaZQvDhC,"© 2016 Ofenbach Music, licence exclusive Elektra France / Warner Music France, A Warner Music Group Company"
3tD94EmwfRLAX1SaZQvDhC,"℗ 2016 Ofenbach Music, licence exclusive Elektra France / Warner Music France, A Warner Music Group Company"
6Qm6kKWqE2a1h8knUkxF6i,"© 2017 UMG Recordings, Inc."
6Qm6kKWqE2a1h8knUkxF6i,"Universal Music Latino;℗ 2017 UMG Recordings, Inc."
6hmmX5UP4rIvOpGSaPerV8,1988 Elektra/Asylum Records for the United States and WEA International for the world outside of the United States.
6hmmX5UP4rIvOpGSaPerV8,1988 Elektra/Asylum Records for the United States and WEA International for the world outside of the United States.
65wFooaReDlx2R70m1DN7J,"© 2017 Michael Dapaah, under exclusive licence to Universal Music Operations Limited"
65wFooaReDlx2R70m1DN7J,"An Island Records Release; ℗ 2017 Michael Dapaah, under exclusive licence to Universal Music Operations Limited"
2xChdOg0PvxzHzE1BooUpI,© 2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States
2xChdOg0PvxzHzE1BooUpI,℗ 2007 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States
3tAW0n99Uq2IlvzBsW3tQq,(P) 2017 Sony Music Entertainment US Latin LLC
5oU1ROIHS6IOWnb87GWhqU,"2018 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company"
5oU1ROIHS6IOWnb87GWhqU,"2018 What A Music Ltd, Under Exclusive Licence to Parlophone/Warner Music France, a Warner Music Group Company"
4KdtEKjY3Gi0mKiSdy96ML,© 2018 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
4KdtEKjY3Gi0mKiSdy96ML,℗ 2018 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
5wtK6rD6OVbGxxiQ7gzgfD,2016 Rimas Entertainment LLC
5wtK6rD6OVbGxxiQ7gzgfD,2016 Rimas Entertainment LLC
0MV1yCXcNNQBfwApqAVkH0,"(P) 2017 Slaughter Gang, LLC under exclusive license to Epic Records, a division of Sony Music Entertainment. With Quality Control Music/Motown Records/Capitol Records and Boominati Worldwide/Republic Records"
5NfeW0DqFVT3Su3kHBgTf4,© 2016 Virgin Records Limited
5NfeW0DqFVT3Su3kHBgTf4,℗ 2016 Virgin Records Limited
2jPmk6qQzuY5AvKkZxMh7h,"© 2005 Virgin Records America, Inc."
2jPmk6qQzuY5AvKkZxMh7h,"℗ 2007 Virgin Records America, Inc."
2sBB17RXTamvj7Ncps15AK,© 2018 Darkroom/Interscope Records
2sBB17RXTamvj7Ncps15AK,℗ 2018 Darkroom/Interscope Records
3mH6qwIy9crq0I9YQbOuDf,2016 Boys Don't Cry
0SukGZiXMtmsZoxstkBtNR,(C) 2018 Aura Music Corp. Dist. by Sony Music Entertainment U.S. Latin LLC
0SukGZiXMtmsZoxstkBtNR,(P) 2018 Aura Music Corp. Dist. by Sony Music Entertainment U.S. Latin LLC
3QppNssvPBYwYAo75Ma0NU,1994 Big Brother Recordings Ltd
3QppNssvPBYwYAo75Ma0NU,1994 Big Brother Recordings Ltd
0Em8m9kRctyH9S3MTXAHvY,© 2006 Warner Records Inc. Manufactued & Marketed by Warner Strategic Marketing
0Em8m9kRctyH9S3MTXAHvY,℗ 2006 Warner Records Inc. Manufactued & Marketed by Warner Strategic Marketing
5yscEifoZw3M3abIVCr8ed,"(P) 2015 Columbia Records, a Division of Sony Music Entertainment"
1v4O55JGou3T0Vlj06fdXz,"© 1987 Parlophone Records Ltd, a Warner Music Group Company"
1v4O55JGou3T0Vlj06fdXz,"℗ 1987 Parlophone Records Ltd, a Warner Music Group Company"
17FnTn4P3Bkyf6mbNQDhhy,(C) 2016 BIGHIT MUSIC / HYBE
17FnTn4P3Bkyf6mbNQDhhy,(P) 2016 BIGHIT MUSIC / HYBE
132qAo1cDiEJdA3fv4xyNK,"© 2009 Sanctuary Records Group Ltd., a BMG Company"
132qAo1cDiEJdA3fv4xyNK,"℗ 2009 Gimcastle Ltd. under exclusive licence to Sanctuary Records Group Ltd., a BMG Company"
6C9WzlQANeoD0GW5B41YJt,(P) 1976 SONY BMG MUSIC ENTERTAINMENT
2jJfnAZE6IG3oYnUv2eCj4,(C) 2018 BIGHIT MUSIC / HYBE
2jJfnAZE6IG3oYnUv2eCj4,(P) 2018 BIGHIT MUSIC / HYBE
6c7LgalPL58r2tytqTU4Ax,"© 2015 Island Records, a division of Universal Music Operations Limited"
6c7LgalPL58r2tytqTU4Ax,"℗ 2015 Island Records, a division of Universal Music Operations Limited"
1D8u1ccrRXyFMOGTEXTgTX,© 2018 Interscope Records
1D8u1ccrRXyFMOGTEXTgTX,℗ 2018 Interscope Records
3smlfAmejcKMmAPg1G2Kki,"(P) 2013 RCA Records, a unit of Sony Music Entertainment"
3zak0kNLcOY5vFcB3Ipskp,"(P) 2017 RCA Records, a division of Sony Music Entertainment"
2Y42QS2bGi5NokHzjticau,"© 2014 Republic Records, a division of UMG Recordings, Inc."
2Y42QS2bGi5NokHzjticau,"℗ 2014 Republic Records, a division of UMG Recordings, Inc."
6c8klwoz9keBTaoPiU0g5f,(P) 2013 Sony Music Entertainment UK Limited
6MoaDh76Fsg0ogW2l7HAFx,"(P) 2017, 2018 Sony Music Entertainment US Latin LLC"
5IwDFhelg9o8vrPNlYDpQR,2017 Armada Music B.V./ Kontor Records GmbH
5IwDFhelg9o8vrPNlYDpQR,2017 Armada Music B.V./ Kontor Records GmbH
5tqJNAjU163MfKLIP6DtYu,© 2003 Polydor Ltd. (UK)
5tqJNAjU163MfKLIP6DtYu,℗ 2003 Polydor Ltd. (UK)
6oU298pdPTCQnMx1PYwyUA,"(P) 1977, 2002 Sony Music Entertainment Inc."
61h3VS8XDROIpvQznjTPTT,(P) 1998 Venusnote Ltd. under exclusive license to Sony Music Entertainment International Ltd
1qifX05Cb36CfsIgnhv2Lt,2017 Warner Music Brasil Ltda.
1qifX05Cb36CfsIgnhv2Lt,2017 Warner Music Brasil Ltda.
7arx9qPJexCsDz67El4qvk,"(P) 2018 mcDJ Recording, under license to RCA Records, a division of Sony Music Entertainment"
3MATDdrpHmQCmuOcozZjDa,(P) 2018 A$AP Rocky Recordings LLC/RCA Records. Marketed & Distributed by Polo Grounds Music/RCA Records.
74D2cU8F6KbBqva3mnzrqI,(P) 2018 Sony Music Entertainment US Latin LLC
3C2MFZ2iHotUQOSBzdSvM7,© 2012 Modular Recordings
3C2MFZ2iHotUQOSBzdSvM7,℗ 2012 Modular Recordings
2aTOwGU66ocsf8IQpOI0XZ,© 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
2aTOwGU66ocsf8IQpOI0XZ,℗ 2017 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States. A Warner Music Group Company
5TR37lsXlmSmzFuIcXn5Dp,2017
5TR37lsXlmSmzFuIcXn5Dp,2017
2vD3zSQr8hNlg0obNel4TE,"(P) 2018 Simco Ltd. under exclusive license to Epic Records, a division of Sony Music Entertainment"
0r2qOsBVgiXmMlcxg5Y9tm,"© 2016 Sky Music, under exclusive license to Universal Music AS, Norway"
0r2qOsBVgiXmMlcxg5Y9tm,"℗ 2016 Sky Music, under exclusive license to Universal Music AS, Norway"
1UsmrwFQhk483czxWluhS6,"© 2018 Codiscos, S.A.S. bajo licencia exclusiva a Warner Music México"
1UsmrwFQhk483czxWluhS6,"℗ 2018 Codiscos, S.A.S. bajo licencia exclusiva a Warner Music México"
0GBrlPh90D25SQ6EJu4VtT,© 1977 Polydor Ltd. (UK)
0GBrlPh90D25SQ6EJu4VtT,℗ 2012 Polydor Ltd. (UK)
0gjZidNFs7O2qqE2Z5elJ3,"© 2018 TenThousand Projects, LLC"
0gjZidNFs7O2qqE2Z5elJ3,"℗ 2018 TenThousand Projects, LLC"
15YmkgHUd5PAgvl1XI9SL5,© 2017 Aftermath Records
15YmkgHUd5PAgvl1XI9SL5,An Aftermath/Shady/Interscope Records Release; ℗ 2017 Aftermath Records
5PK9tQ7Ou1AvIww8zRn3SL,© 2017 EFFESS/Atlantic Recording Corporation for the United States and WEA International Inc. for the outside of the United States.
5PK9tQ7Ou1AvIww8zRn3SL,℗ 2017 EFFESS/Atlantic Recording Corporation for the United States and WEA International Inc. for the outside of the United States.
3Eli3WxEALRUBF06CvcDtV,© 1993 DGC Records
3Eli3WxEALRUBF06CvcDtV,℗ 1993 DGC Records
0H8gMD022h8O3OYt4HYxSr,"© 2017 NF Real Music, LLC"
0H8gMD022h8O3OYt4HYxSr,"Capitol Records; ℗ 2017 NF Real Music, LLC"
6XPW94L30lADaLwczUnLFh,(P) 2015 Sony Music Entertainment UK Limited
4fW1sFeE43nuZlAw2xtmC3,"© 2017 Big Machine Label Group, LLC"
4fW1sFeE43nuZlAw2xtmC3,"℗ 2017 Big Machine Label Group, LLC"
4mGV3pZqcrUk0OSC8HBT96,© 1990 The Island Def Jam Music Group
4mGV3pZqcrUk0OSC8HBT96,℗ 1990 The Island Def Jam Music Group
0PrcwzkQVEy4y6JPvT5bix,1996 Squint Entertainment
0PrcwzkQVEy4y6JPvT5bix,1996 Squint Entertainment
6sbZYwwQB15bt5TgkPFAdb,"© 1967 Motown Records, a Division of UMG Recordings, Inc."
6sbZYwwQB15bt5TgkPFAdb,"℗ 1967 Motown Records, a Division of UMG Recordings, Inc."
2TpvJhw6RYTTn4eDrAb3eJ,(C) 2017 BIGHIT MUSIC / HYBE
