index	track	track_id	artist	artist_id	album	album_id	release_date	duration	explicit	danceability	energy	key	loudness	mode	speechiness	instrumentalness	liveness	valence	tempo	time_signature	playcount	yt_views	genres
2603	Dirrty (feat. Redman)	59ZTxQo8rBycIXPLUIKvE2	Christina Aguilera	1l7ZsJRRS8wlW3WfJfPfNS	Stripped	2USigX9DhGuAini71XZEEK	2002-07-19	04:59	False	0.64	0.889	2	-3.073	1	0.322	0.0	0.339	0.436	99.931	4	155860022	149205562	pop,r&b
2604	I Know	4bwN8jyxfHmFFStSRy4F7h	Big Sean	0c173mlxpT3dSFRgMO8XPh	Dark Sky Paradise (Deluxe)	4Nlbt2EuXedr6UqaeXEI4c	2015-02-24	05:20	True	0.744	0.332	1	-11.315	1	0.0745	0.0	0.116	0.277	119.997	4	171261042	77016360	
2605	Get Free (feat. Amber Coffman)	6DM47CJdYFcjFpCnPfzVyU	Major Lazer	738wLrAtLtCtFOLvQBXOXp	Major Lazer Essentials	16vOvSLYIZO8xZOpBBQnBZ	2018-10-19	04:50	False	0.612	0.657	11	-6.971	0	0.0454	0.124	0.131	0.767	87.94	4	149156214	3449774	dancehall,dub
2606	Boom (feat. MOTi, Ty Dolla $ign, Wizkid & Kranium)	4Isw7wL80BFK7NtOvXPdaC	Major Lazer	738wLrAtLtCtFOLvQBXOXp	Major Lazer Essentials	16vOvSLYIZO8xZOpBBQnBZ	2018-10-19	03:6	True	0.704	0.784	7	-4.463	0	0.142	0.0	0.419	0.656	100.083	4	148735120	68975347	
2607	Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah	7gWSWDBriMK7YKefAe4NMP	Tinie Tempah	0Tob4H0FLtEONHU1MjpUEp	Disc-Overy	5vfUKFja5yx8a3TlrxjsjW	2010	03:26	True	0.736	0.929	7	-5.89	0	0.0674	1.11e-05	0.402	0.658	125.03	4	125800558	94509472	
2608	Sola	0KHhNlHN5lWn7q332PiPys	Manuel Turizo	0tmwSHipWxN12fsoLcFU3B	ADN	0CUMVFalkFhZM6Xo0ErxLi	2019-08-23	03:15	False	0.704	0.706	11	-5.233	0	0.111	0.0	0.0965	0.856	92.965	4	217380289	159424211	
2609	Culpables	2zufEOvbBeIzYnRktwYk1W	Manuel Turizo	0tmwSHipWxN12fsoLcFU3B	ADN	0CUMVFalkFhZM6Xo0ErxLi	2019-08-23	03:54	False	0.573	0.31	3	-11.134	1	0.296	5.65e-06	0.198	0.764	177.601	4	223130058	710453160	
2610	Dirty Deeds Done Dirt Cheap	2d4e45fmUnguxh6yqC7gNT	AC/DC	711MCceyCBcFnzjGY4Q7Un	Dirty Deeds Done Dirt Cheap	76mvVgXOde87B9aOzLXCOI	1976-09-20	03:52	False	0.668	0.906	11	-4.881	0	0.17	0.00245	0.135	0.507	135.653	4	205611289	71596061	hard rock
2611	Slide	0nnwn7LWHCAu09jfuH1xTA	The Goo Goo Dolls	2sil8z5kiy4r76CRTXxBCA	Dizzy up the Girl	4UMjBXcRqIgMZ1XumU2x5T	1998-09-11	03:32	False	0.395	0.843	8	-4.476	1	0.0374	0.0	0.0404	0.481	112.423	4	172958636	35034983	
2612	Quit Playing Games (With My Heart)	0Uqs7ilt5kGX9NzFDWTBrP	Backstreet Boys	5rSXSAkZ67PYJSvpUpkOr7	Backstreet Boys	1oWxRkI4V9d3hH3PqWpx9H	1996-05-06	03:53	False	0.8	0.825	11	-6.552	0	0.034	2.18e-06	0.141	0.903	100.035	4	159035319	124304796	pop,r&b
2613	Cryin'	0NJC0FDCODpPUntRTTQq97	Aerosmith	7Ey4PD4MYsKc5I2dolUwbH	Get A Grip	1tuM8yBePaekEruGsH2J79	1993-01-01	05:8	False	0.445	0.856	9	-3.674	1	0.0327	0.0101	0.367	0.486	105.872	3	180136955	277743050	blues rock,hard rock
2614	Crazy	74irxdVWstNlEQjsvArITq	Aerosmith	7Ey4PD4MYsKc5I2dolUwbH	Get A Grip	1tuM8yBePaekEruGsH2J79	1993-01-01	05:17	False	0.37	0.866	6	-3.879	0	0.0384	0.0	0.137	0.427	162.086	3	241242968	591968202	blues rock,glam metal
2615	Dance Again	4d2hD63oUGU3s7L66JD0BE	Jennifer Lopez	2DlGxzQSjYe5N6G9nkYghR	Dance Again...The Hits	7LN1DM2rLG5GFezakJF4vk	2012-07-20	03:57	False	0.792	0.856	11	-5.236	0	0.067	2.88e-06	0.0981	0.714	127.988	4	146223141	538307943	dance-pop
2616	Bed Of Roses	1zng9uqqXoPkmU05nsAlsw	Bon Jovi	58lV9VcRSjABbAbfWS6skp	Keep The Faith	2FbviTPUjgJJUxsGM1sGDq	1992-11-03	06:34	False	0.309	0.596	5	-5.599	1	0.0293	0.0	0.21	0.161	164.587	3	212382994	268441813	
2617	Brown Sugar - 2009 Remaster	61UuPxxYUvacEH6SHIK3sU	The Rolling Stones	22bE4uQ6baNwSHPVcDxLCe	Sticky Fingers (Remastered)	29m6DinzdaD0OPqWKGyMdz	1971-04-23	03:49	False	0.633	0.934	0	-3.594	1	0.0344	0.00021	0.0592	0.963	128.606	4	172854882	11209755	
2618	Brothers In Arms	0CzeAbfKFnxnWjwo5iYiCG	Dire Straits	0WwSkZ7LtFUFjGjMZBMt6T	Brothers In Arms	15J400U0rEpgE64UQgtvLs	1985-05-13	07:4	False	0.413	0.296	8	-13.904	0	0.0277	0.801	0.183	0.144	79.273	4	189759868	136443560	pop rock
2619	Driving Home for Christmas - 2019 Remaster	27qAMKrDdKEs8HDXcvR24R	Chris Rea	5KEG7G8LDYlHgFDqZyEEs2	Dancing with Strangers (Deluxe Edition, 2019 Remaster)	5tR0alqUd1KMW37vPnsOC4	1987-08-02	04:2	False	0.513	0.583	9	-10.863	1	0.038	1.96e-05	0.18	0.866	180.183	4	277854456	170566	
2620	Life in the Fast Lane - 2013 Remaster	6gXrEUzibufX9xYPk3HD5p	Eagles	0ECwFtbIWEVNwjlrfc6xoL	Hotel California (2013 Remaster)	2widuo17g5CEC66IbzveRu	1976-12-08	04:46	False	0.667	0.755	9	-7.246	1	0.069	6.94e-05	0.0523	0.883	109.535	4	207157312	5280795	
2621	The Joker	1bp2IO61zbQrbWNmKKxg3f	Steve Miller Band	6QtGlUje9TIkLrgPZrESuk	The Joker	5uYNj1HkZrWKAkhEYcGmJr	1973-01-01	04:25	False	0.596	0.448	5	-9.616	1	0.0396	5.3e-06	0.206	0.796	83.293	4	308568112	5923971	rock,blues rock,southern rock
2622	Into the Mystic - 2013 Remaster	3lh3iiiJeiBXHSZw6u0kh6	Van Morrison	44NX2ffIYHr6D4n7RaZF7A	Moondance	5PfnCqRbdfIDMb1x3MPQam	1970-02	03:26	False	0.608	0.524	8	-10.266	1	0.0309	0.00254	0.115	0.797	86.204	4	201269344	10661948	r&b,folk rock,soul jazz
2623	Get Busy	5qTvkDrSfvwDv6RBjjcfQr	Sean Paul	3Isy6kedDrgPYoTS1dazA9	Dutty Rock	3nAwSh2fcp3M8voQKZS2as	2002-11-12	03:32	False	0.735	0.824	10	-4.143	0	0.036	0.0	0.158	0.726	100.202	4	293419656	179305656	reggae,dancehall,reggae fusion
2624	Break from Toronto	79MSEdtXuudhGhC5AtG07g	PARTYNEXTDOOR	2HPaUgqeutzr3jx5a9WyDV	PARTYNEXTDOOR	4EZoN6mRXNcGxHXZC2doJH	2013-07-01	01:39	True	0.596	0.678	9	-5.18	1	0.0335	0.004	0.418	0.259	117.066	4	230708046	77676277	
2625	Never Go Back	2QrXzOqLCVDRZHkToA0tSR	Dennis Lloyd	3EOEK57CV77D4ovYVcmiyt	Never Go Back	5EqITahBSjWcU71mbhFPEf	2019-02-15	02:55	False	0.421	0.653	9	-4.85	0	0.398	0.0	0.114	0.733	78.6	4	168854022	20753000	pop rock,reggae
2626	River	3mRLHiSHYtC8Hk7bzZdUs1	Bishop Briggs	0yb46jwm7gqbZXVXZQ8Z1e	Church Of Scars	1TTxcgs3zEngN0EB56yXzY	2018-04-20	03:36	False	0.733	0.477	2	-6.737	0	0.0687	2.97e-06	0.0579	0.545	62.507	4	353432860	213606975	alternative rock,indie rock,folktronica
2627	Fade To Black - Remastered	5nekfiTN45vlxG0eNJQQye	Metallica	2ye2Wgw4gimLv2eAKyk1NB	Ride The Lightning (Deluxe / Remastered)	4K5E5mWQbECn9aThu6Xnkx	1984-07-26	06:57	False	0.256	0.924	7	-6.685	1	0.113	0.234	0.114	0.28	113.574	4	182473251	120160	heavy metal,thrash metal
2628	Sad But True	1PhLYngBKbeDtdmDzCg3Pb	Metallica	2ye2Wgw4gimLv2eAKyk1NB	Metallica	2Kh43m04B1UkVcpcRa1Zug	1991-08-12	05:24	False	0.633	0.846	7	-6.347	1	0.0337	0.00139	0.0762	0.448	89.23	4	190237132	61001530	heavy metal
2629	Black Dog - Remaster	3qT4bUD1MaWpGrTwcvguhb	Led Zeppelin	36QJpDe2go2KgaRleHCDTp	Led Zeppelin IV (Deluxe Edition)	44Ig8dzqOkvkGDzaUof9lK	1971-11-08	04:55	False	0.437	0.864	4	-7.842	0	0.0904	0.0314	0.242	0.749	81.394	4	229329668	38314006	hard rock,heavy metal,blues rock,folk rock
2630	Good Times Bad Times - 1993 Remaster	0QwZfbw26QeUoIy82Z2jYp	Led Zeppelin	36QJpDe2go2KgaRleHCDTp	Led Zeppelin	3ycjBixZf7S3WpC5WZhhUK	1969-01-12	02:46	False	0.476	0.717	9	-9.192	1	0.0949	7.61e-05	0.0818	0.753	93.584	4	201436798	2101555	hard rock,heavy metal,blues rock,folk rock
2631	Ramble On - 1990 Remaster	3MODES4TNtygekLl146Dxd	Led Zeppelin	36QJpDe2go2KgaRleHCDTp	Led Zeppelin II (1994 Remaster)	70lQYZtypdCALtFVlQAcvx	1969-10-22	04:23	False	0.468	0.607	9	-11.367	1	0.0336	0.000852	0.225	0.886	98.429	4	215057461	2076242	hard rock,heavy metal,blues rock,folk rock
2632	Kashmir - 1990 Remaster	2nVHqZbOGkKWzlcy1aMbE7	Led Zeppelin	36QJpDe2go2KgaRleHCDTp	Physical Graffiti (1994 Remaster)	1lZahjeu4AhPkg9JARZr5F	1975-02-24	08:28	False	0.48	0.536	2	-11.166	1	0.0427	4.22e-05	0.155	0.581	80.617	3	200736302	5044448	hard rock,heavy metal,blues rock,folk rock
2633	Little Wing	1Eolhana7nKHYpcYpdVcT5	Jimi Hendrix	776Uo845nYHJpNaStv1Ds4	Axis: Bold As Love	3uFZf8rykoHo7XMIQVYW6r	1967-12-01	02:26	False	0.515	0.534	6	-8.045	1	0.0768	0.00278	0.0547	0.426	70.776	4	166263430	1112278	rock,psychedelic soul
2634	Bigger Than You (feat. Drake & Quavo)	5S1IUPueD0xE0vj4zU3nSf	2 Chainz	17lzZA2AlOHwCwFALHttmp	Bigger Than You feat. Drake & Quavo	3Lh72gPELN4MIUJd3dYN6I	2018-06-15	03:46	True	0.888	0.515	1	-6.246	1	0.271	0.0	0.446	0.264	141.009	4	142728275	43179247	
2635	Dreams	4JGKZS7h4Qa16gOU3oNETV	The Cranberries	7t0rwkOPGlDPEhaOcVtOt9	Everybody Else Is Doing It, So Why Can't We?	0AP5O47kJWlaKVnnybKvQI	1993-03-01	04:32	False	0.551	0.643	4	-13.091	1	0.0353	0.00385	0.421	0.514	128.661	4	219834730	199169716	alternative rock,dream pop
2636	We Can Do Better	6VTuTbQfToaZPO1y3DP7jM	Matt Simons	1g0fXhQMHAxlRyIBkCbuE7	After The Landslide	02DGbYqBLeNFuCx7SB200D	2019-04-05	02:60	False	0.636	0.687	8	-4.853	1	0.0583	1.8e-05	0.0663	0.722	91.079	4	128617464	33697698	pop
2637	My Only Wish (This Year)	1S4g8MkfRCe6GQBgFplJSW	Various Artists	0LyfQWJT6nXafLPZqxe9Of	Pop & Wave - Christmas Edition	7bgwcAQW6VqeCgeTgxF40t	2019-09-27	04:15	False	0.663	0.775	0	-5.917	1	0.0273	0.0	0.213	0.705	147.074	4	166114558	5523031	christmas,teen pop
2638	I Just Called To Say I Love You	6RNDeRnWsRMjPdNVgupZCs	Stevie Wonder	7guDJrEfX3qb6FEbdPA5qi	At The Close Of A Century	04giHQ9zptJUHUvtIyxL9Z	1999-11-23	04:22	False	0.748	0.551	1	-9.054	1	0.0239	1.57e-06	0.0943	0.65	113.535	4	243382385	131402493	pop,r&b
2639	For Once In My Life	4kP69y3GKHi9tXckfgp4bK	Stevie Wonder	7guDJrEfX3qb6FEbdPA5qi	For Once In My Life	3pPBbp1Nl9n1AM9xFpdKtZ	1968-12-01	02:50	False	0.524	0.519	6	-11.903	1	0.043	0.0	0.523	0.847	110.121	4	210327166	10002928	soul
2640	Sir Duke	4pNiE4LCVV74vfIBaUHm1b	Stevie Wonder	7guDJrEfX3qb6FEbdPA5qi	Songs In The Key Of Life	6YUCc2RiXcEKS9ibuZxjt0	1976-09-28	03:53	False	0.588	0.568	6	-9.766	1	0.0672	0.0	0.0792	0.952	106.938	4	207729953	5695162	funk,r&b,pop
2641	"Accidentally In Love - From ""Shrek 2"" Soundtrack"	0Ucm5WQfmLRadXKzQbzbLj	Counting Crows	0vEsuISMWAKNctLlUAhSZC	Accidentally In Love (From Shrek 2 S/T)	0oO8NDzZnAPCN6MAECU1nG	2004-01-01	03:9	False	0.555	0.946	7	-3.64	1	0.0369	5.41e-06	0.0735	0.719	138.014	4	183363926	3195849	pop rock
2642	Trampoline	4HBvwhhYo7YiYXkUDrOHzS	SHAED	3KwmxIhSe9UTSEF37kwngR	Melt (Deluxe)	2ms8D5cy72qBtVnxKlXtP3	2019-12-27	03:4	False	0.619	0.459	7	-5.782	0	0.0334	0.0	0.137	0.498	126.803	4	391610870	66463010	electro
2643	Quizas	5Id5B3dxJZhPcV9GzgYZZe	Rich Music LTD	2kqUKsTuEj1lPbm6BSn1AU	The Academy	1faqBAWocW4ZOe0OFjudGw	2019-10-11	03:36	True	0.727	0.815	3	-2.454	1	0.153	0.0	0.231	0.677	176.075	4	322746719	174684735	
2644	Cuaderno	7anSoGdgtmJTAPZBzcPhO6	Dalex	0KPX4Ucy9dk82uj4GpKesn	Climaxxx	6stPNzjz40FWTiwlOR98Lp	2019-05-10	04:47	True	0.681	0.648	1	-5.021	0	0.38	0.0	0.104	0.688	172.02	4	298950737	266471768	
2645	Si Te Vas	6Y4PDQv4XjYjHLeLmvyOt0	Sech	77ziqFxp5gaInVrF2lj4ht	Si Te Vas	2S6p0g6YzG3609Ty45i5Cq	2019-09-26	03:25	False	0.73	0.644	0	-4.124	1	0.132	4.56e-06	0.143	0.554	174.101	4	283866282	189058248	
2646	Lose Control	7CHi4DtfK4heMlQaudCuHK	MEDUZA	0xRXCcSX89eobfrshSVdyu	Lose Control	1qSOaTvsCOyFJya3v1UzkP	2019-10-11	02:48	False	0.598	0.526	10	-8.659	0	0.0415	0.0	0.14	0.529	123.935	4	677467392	151124299	deep house
2647	Baby (Lil Baby feat. DaBaby)	5MPPttjfGap2C6j6eKcO6J	Quality Control	6i392l38cR3uBPF0DbNs7S	Quality Control: Control The Streets Volume 2	59zpaLOByFkJhc9D5Xqna9	2019-08-16	02:22	True	0.97	0.463	10	-7.259	1	0.366	0.0	0.151	0.46	108.003	4	300615535	120826666	
2648	Close Friends (Lil Baby & Gunna)	5nzhL67GpF9szXWg5y509A	Lil Baby	5f7VJjfbwm532GiveGC0ZK	Drip Harder	2yXnY2NiaZk9QiJJittS81	2018-10-05	03:24	True	0.676	0.578	10	-4.669	0	0.375	0.0	0.0796	0.698	158.896	4	268908401	224724086	
2649	Pure Cocaine	577YBGuskWkVDCxZrLRB4v	Lil Baby	5f7VJjfbwm532GiveGC0ZK	Street Gossip	4iF44RCCybJtkBkMoqrLW2	2018-11-30	02:34	True	0.964	0.487	10	-6.071	0	0.421	6.57e-06	0.115	0.107	127.05	4	240402762	114110782	
2650	Freestyle	5BbdKBZO0TH0GhfxUfyhL9	Lil Baby	5f7VJjfbwm532GiveGC0ZK	Too Hard	750APP0eKVlcgOxaZnBnVt	2017-12-01	02:42	True	0.877	0.517	2	-5.426	0	0.0706	0.0	0.143	0.255	119.996	4	217769035	441748605	trap
2651	BOP	6Ozh9Ok6h4Oi1wUSLtBseN	DaBaby	4r63FhuTkUYltbVAg5TQnk	KIRK	1NsTSXjVNE7XmZ8PmyW0wl	2019-09-27	02:40	True	0.769	0.787	11	-3.909	1	0.367	0.0	0.129	0.836	126.77	4	599678245	427698294	
2652	Coming Undone	6p2liQLGoDaLXgND68bfVt	Korn	3RNrq3jvMZxD9ZyoOZbQOD	See You On the Other Side	61IAfZngW0BgATiyHJPijP	2005-12-06	03:20	False	0.687	0.677	2	-4.172	1	0.0508	0.000146	0.0564	0.546	75.052	4	176875294	106560344	
2653	Goin Baby	3WyRgi8CzQnhzO0xw79tTS	DaBaby	4r63FhuTkUYltbVAg5TQnk	Baby On Baby	0O1PJ0t69iTO5yWrIeIga0	2019-03-01	02:22	True	0.755	0.772	6	-5.585	1	0.4	0.0	0.157	0.678	132.906	4	190841759	51088469	hip hop,trap
2654	Baby Sitter (feat. Offset)	7f1zjZG77S891Uv4O68yfk	DaBaby	4r63FhuTkUYltbVAg5TQnk	Baby On Baby	0O1PJ0t69iTO5yWrIeIga0	2019-03-01	02:38	True	0.852	0.73	1	-5.803	1	0.0579	0.0	0.336	0.394	92.506	4	183282102	32706745	hip hop,trap
2655	Casanova	0jB0RNZIfaihaDKNmdrI40	Summer Cem	3drqpTL4sQOckmAfF9i1wg	Endstufe (Deluxe Edition)	2gd6TobdDVuOwzuzb6xL3f	2018-07-27	03:27	True	0.709	0.588	1	-4.461	1	0.0721	0.0	0.117	0.195	143.971	4	130485745	65199744	
2656	Sonne	3gVhsZtseYtY1fMuyYq06F	Rammstein	6wWVKhxIU2cEi0K81v7HvP	Mutter	1CtTTpKbHU8KbHRB4LmBbv	2001-04-02	04:32	False	0.51	0.917	4	-4.806	0	0.0854	0.000133	0.396	0.313	75.098	4	176362832	205766201	neue deutsche h�rte,industrial metal
2657	She Got the Best of Me	698eQRku24PIYPQPHItKlA	Luke Combs	718COspgdWOnwOFpJHRZHS	This One's for You Too (Deluxe Edition)	53Oa5Bu0UTU8o8qCTaHKoz	2018-06-01	03:3	False	0.533	0.907	11	-3.793	1	0.0406	0.0	0.386	0.7	150.99	4	266884492	151196583	country
2658	I Got You	12jjuxN1gxlm29cqL5M6MW	Jack Johnson	3GBPw9NK25X1Wt2OUvOwY3	From Here To Now To You	3da6Ihr5l6xjOCDs5sTXIu	2013-01-01	02:59	False	0.899	0.399	11	-6.553	1	0.038	1.52e-05	0.0923	0.544	98.067	4	137680248	30150051	rock,surf rock
2659	everything i wanted	3ZCTVFBt2Brf31RLEnCkWJ	Billie Eilish	6qqNVTkY8uBg9cP3Jd7DAH	everything i wanted	4i3rAwPw7Ln2YrKDusaWyT	2019-11-13	04:5	False	0.704	0.225	6	-14.454	0	0.0994	0.657	0.106	0.243	120.006	4	976400035	181148859	pop,alternative pop
2660	Vermissen (feat. Henning May)	07f2b3CTdgKKlhv0mqUksz	Juju	4sg4no0TXdsrM1s4SVUwNF	Bling Bling	7FUJDqWr0PvHJyIJeCsswA	2019-06-14	02:42	True	0.717	0.668	9	-5.003	0	0.0554	0.0	0.0673	0.464	89.045	4	170880740	72318931	
2661	Vossi Bop	5DXKtoZLm31msT7tNGNHLG	Stormzy	2SrSdSvpminqmStGELCSNd	Heavy Is The Head	3y4AaloFccKNLQcZNS9L8c	2019-12-13	03:16	True	0.682	0.653	8	-6.062	1	0.339	0.00116	0.129	0.428	188.115	4	264218498	129277704	british hip hop
2662	Shut Up	2LPUvD5DDOO4UYGkWgjI2C	Stormzy	2SrSdSvpminqmStGELCSNd	Gang Signs & Prayer	5fkFWJ9LZizXE4yPenNGuy	2017-02-24	02:60	True	0.468	0.823	4	-3.973	1	0.466	0.0	0.598	0.941	74.457	4	151857720	120401943	grime
2663	Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)	60APt5N2NRaKWf5xzJdzyC	Calvin Harris	7CajNmpbOovFoOoasH2HaY	Funk Wav Bounces Vol.1	2HaqChIDc5go3qxVunBDK0	2017-06-30	03:49	True	0.784	0.728	0	-4.549	0	0.0539	0.0	0.222	0.713	110.165	4	121231819	12754278	
2664	NO BYSTANDERS	6OaVWaGfhXn70ZJfdVcabn	Travis Scott	0Y5tJX1MQlPlqiwlOH1tJY	ASTROWORLD	41GuZcammIkupMPKH2OJ6I	2018-08-03	03:38	True	0.731	0.811	1	-3.225	1	0.0712	0.0	0.411	0.426	147.045	4	243299535	25626174	
2665	Mesmerize	5dL5jv5GSCRoDhTtnY8maL	Ja Rule	1J2VVASYAamtQ3Bt8wGgA6	The Last Temptation	7HQJPTQwijtIlnOLwT0nTX	2002-01-01	04:39	True	0.769	0.646	1	-6.653	1	0.199	0.0	0.406	0.433	90.079	4	169133556	198318473	
2666	Alive	2O9O26335YYVckmRgPKY3s	Empire of the Sun	67hb7towEyKvt5Z8Bx306c	Ice On The Dune	4phgwA30YOM1BAhJEm96Al	2013-01-01	03:25	False	0.524	0.882	5	-3.038	1	0.0367	1.1e-06	0.071	0.399	119.94	4	147396828	93807553	electropop,dance-pop
2667	"Night Fever - From ""Saturday Night Fever"" Soundtrack"	5KgbyD2lQQlIupAaPjgiXg	Bee Gees	1LZEQNv7sE11VDY3SdxQeN	Greatest	5YHZaCxCuuK81h4Fimb9rT	1979-01-01	03:32	False	0.733	0.795	1	-7.224	0	0.0249	0.000948	0.083	0.892	109.122	4	222783772	51974986	disco
2668	Jerk It Out	5XMjXjwCkJVmk0AHm7z8IV	Caesars	4rGrN4XDYhP6dUAZMvcuHr	Love For The Streets	2ucS4apziMY7gaBIQc2tal	2002	03:16	False	0.58	0.981	8	-2.603	0	0.06	1.07e-05	0.386	0.861	134.007	4	165936126	14754367	
2669	Funkytown - Single Version	5zeh2xPnrNYu6TZTjCdXAD	Various Artists	0LyfQWJT6nXafLPZqxe9Of	Wedding Reception	7EjdDWm76BqSQeaetbMmpv	2019-10-25	03:58	False	0.908	0.613	0	-8.456	1	0.0554	0.651	0.114	0.25	122.122	4	221464527	31930732	
2670	Video Killed The Radio Star	7o7E1nrHWncYY7PY94gCiX	The Buggles	057gc1fxmJ2vkctjQJ7Tal	The Age Of Plastic	2fgCz9kQCDy0miERCy0sCJ	1980-01-10	04:13	False	0.68	0.678	1	-11.548	1	0.0754	0.00828	0.204	0.251	131.165	4	209457522	39463791	
2671	Gimme! Gimme! Gimme! (A Man After Midnight)	3vkQ5DAB1qQMYO4Mr9zJN6	ABBA	0LcJLqbBmaGUft1e9Mm8HV	Voulez-Vous	7iLuHJkrb9KHPkMgddYigh	1979	04:53	False	0.749	0.491	10	-9.655	1	0.0403	0.00899	0.159	0.536	119.528	4	315427730	268636130	disco
2672	The Winner Takes It All	3oEkrIfXfSh9zGnE7eBzSV	ABBA	0LcJLqbBmaGUft1e9Mm8HV	Super Trouper	3ZdkT5buYFi1WQaB0XNNtf	1980	04:55	False	0.454	0.788	6	-6.748	1	0.0371	0.000766	0.0859	0.52	126.15	4	219337107	105509626	pop
2673	Call Me	4qO03RMQm88DdpTJcxlglY	Blondie	4tpUmLEVLCGFr93o8hFFIB	Atomic/Atomix	5HRB9TeaIHRBxfIm4XZTj6	1999-01-01	03:33	False	0.56	0.825	2	-6.711	0	0.0347	0.00246	0.0892	0.74	142.669	4	242064984	55950248	dance-rock,hard rock,new wave
2674	Heart Of Glass - Special Mix	0a4agFmqHXxcZl1nho1BxM	Blondie	4tpUmLEVLCGFr93o8hFFIB	Best Of Blondie	7mEjsBlRmfP63cH1gdPT6A	1981-10-31	04:36	False	0.694	0.577	4	-14.63	1	0.0308	0.00836	0.0853	0.845	114.478	4	168027236	298649093	disco,new wave
2675	One Way Or Another - Remastered	4cQJ27R11K634x5qCOwKW5	Blondie	4tpUmLEVLCGFr93o8hFFIB	Parallel Lines (Remastered)	5wc12ZsmXNIlppTmNFZFLU	1978-09-01	03:35	False	0.45	0.914	2	-5.4	1	0.0607	1.42e-05	0.152	0.904	162.487	4	184782860	25601294	punk rock,new wave,power pop
2676	Hey You - 2011 Remastered Version	5UJmwdqGP7RONuVzYnHjUp	Pink Floyd	0k17h0D3J5VfsdmQ1iZtE9	The Wall (Remastered)	6WaIQHxEHtZL0RZ62AuY0g	1979-11-30	04:40	False	0.588	0.242	0	-17.868	1	0.0309	0.000794	0.195	0.2	112.444	4	171556132	21641	progressive rock,psychedelic rock
2677	Breathe (In The Air) - 2011 Remastered Version	3zJRvtQkHQRTNEXSY8jQPR	Pink Floyd	0k17h0D3J5VfsdmQ1iZtE9	The Dark Side Of The Moon (2011 Remastered Version)	2WT1pbYjLJciAR26yMebkH	1973-03-01	02:50	False	0.429	0.343	11	-16.637	0	0.0339	0.184	0.157	0.313	128.455	4	172627743	6662260	progressive rock,psychedelic rock
2678	Blitzkrieg Bop - 2016 Remaster	4KcH1ZRV2W1q7Flq0QqC76	Ramones	1co4F2pPNH8JjTutZkmgSm	Ramones (40th Anniversary Deluxe Edition; 2016 Remaster)	5uYDAwW0SZgcfOFkxrST64	1976-04-23	02:14	False	0.385	0.783	9	-2.533	1	0.233	0.47	0.108	0.902	176.701	4	184576204	23196069	
2679	She's Always a Woman	5RgFlk1fcClZd0Y4SGYhqH	Billy Joel	6zFYqv1mOsgBRQbae3JJ9e	The Stranger (Legacy Edition)	1Mhn9VosyjtWn4dMPFlna6	1977	03:21	False	0.292	0.324	3	-11.996	1	0.0346	0.000473	0.12	0.384	176.631	3	189895475	16023823	
2680	The Sign	0hrBpAOgrt8RXigk83LLNE	Ace of Base	5ksRONqssB7BR161NTtJAm	The Sign	5UwIyIyFzkM7wKeGtRJPgB	1993-12-24	03:11	False	0.808	0.786	4	-6.897	0	0.0447	0.0701	0.0574	0.899	96.987	4	165491813	88223578	techno-reggae,pop,europop
2681	It's Raining Men	5g6nzsOxwxdoj6sqAl0NXB	Various Artists	0LyfQWJT6nXafLPZqxe9Of	The Best of Disco	0Um71BYb1Zl8Oa6vSvn2ox	1996-11-25	03:31	False	0.682	0.925	5	-5.896	0	0.121	0.000718	0.702	0.611	136.27	4	209873892	2518	hi-nrg,disco,synthpop
2682	Edge of Seventeen - 2016 Remaster	7L3b6iaVhDVjfo52Hbvh9Z	Stevie Nicks	7crPfGd2k81ekOoSqQKWWz	Bella Donna (2016 Remastered)	0IomjU2bXFng4LQBYn7Het	1981-07-27	05:29	False	0.591	0.804	0	-7.299	1	0.0454	5.98e-06	0.0818	0.658	111.457	4	248741751	4225328	
2683	Waiting In Vain	4Gq2ydMKhDZmctzkmk2bYo	Bob Marley & The Wailers	2QsynagSdAqZj3U9HgDzjD	Exodus (Deluxe Edition)	1vHvJVBK0WnpbYFw4f4UTD	1977-01-03	04:16	False	0.769	0.457	8	-11.501	1	0.327	3.07e-05	0.0599	0.806	78.789	4	181752826	273976	
2684	Our House	1EXrFPfVNVsyb32yapebbM	Madness	4AYkFtEBnNnGuoo8HaHErd	The Rise & Fall	6CZkNYiE9HGqRlGFprzR4i	1982-10-08	03:23	False	0.589	0.715	0	-6.073	1	0.0401	0.00105	0.0559	0.806	120.999	4	173089098	17587167	pop,ska,new wave
2685	Bonbon	79Nnbjlw4ulw59lkHUZm9N	Era Istrefi	4poL7YCSkG7kMnWjAdDU91	Bonbon EP	6awRIA7NUQR60qdAz3OZjQ	2016-07-21	02:47	False	0.632	0.681	0	-5.023	0	0.115	1.53e-05	0.116	0.633	126.477	5	117024899	838971457	
